  0.002500  0.255102
  0.005000  0.138889
  0.007500  0.098864
  0.010000  0.069441
  0.012500  0.056315
  0.015000  0.055150
  0.017500  0.042552
  0.020000  0.034294
  0.022500  0.034179
  0.025000  0.028658
  0.027500  0.028748
  0.030000  0.027153
  0.032500  0.027343
  0.035000  0.018787
  0.037500  0.019209
  0.042500  0.016784
  0.045000  0.012755
  0.050000  0.014869
  0.055000  0.011090
  0.057500  0.011726
  0.060000  0.011666
  0.062500  0.009134
  0.065000  0.008361
  0.067500  0.007515
  0.070000  0.008531
  0.075000  0.010022
  0.077500  0.009142
  0.080000  0.011090
  0.082500  0.006864
  0.085000  0.008087
  0.087500  0.006911
  0.090000  0.008686
  0.092500  0.007714
  0.095000  0.006817
  0.097500  0.005902
  0.100000  0.006274
  0.102500  0.003001
  0.105000  0.007747
  0.107500  0.006576
  0.110000  0.005772
  0.112500  0.006968
  0.115000  0.006651
  0.117500  0.004670
  0.120000  0.006006
  0.122500  0.002486
  0.125000  0.004988
  0.127500  0.004768
  0.130000  0.005017
  0.132500  0.004648
  0.135000  0.003909
  0.137500  0.005703
  0.140000  0.004101
  0.142500  0.002210
  0.145000  0.004579
  0.147500  0.002226
  0.150000  0.003755
  0.152500  0.003420
  0.155000  0.004524
  0.157500  0.004251
  0.160000  0.004111
  0.162500  0.004753
  0.165000  0.004691
  0.167500  0.003420
  0.170000  0.003110
  0.172500  0.003880
  0.175000  0.003383
  0.177500  0.003948
  0.180000  0.004217
  0.182500  0.003659
  0.185000  0.002924
  0.187500  0.003190
  0.190000  0.003396
  0.192500  0.002792
  0.195000  0.003048
  0.197500  0.003990
  0.200000  0.002844
  0.202500  0.003501
  0.205000  0.003270
  0.207500  0.004024
  0.210000  0.003958
  0.212500  0.002561
  0.215000  0.003075
  0.217500  0.002793
  0.220000  0.004060
  0.222500  0.003347
  0.225000  0.002949
  0.227500  0.003182
  0.230000  0.003295
  0.232500  0.002604
  0.235000  0.003382
  0.237500  0.003072
  0.240000  0.002697
  0.242500  0.002624
  0.245000  0.003117
  0.247500  0.002887
  0.250000  0.002958
  0.252500  0.003082
  0.255000  0.002968
  0.257500  0.003209
  0.260000  0.003489
  0.262500  0.002678
  0.265000  0.003768
  0.267500  0.003063
  0.270000  0.002867
  0.272500  0.002524
  0.275000  0.002908
  0.277500  0.002087
  0.280000  0.003598
  0.282500  0.002648
  0.285000  0.002451
  0.287500  0.003763
  0.290000  0.002749
  0.292500  0.002525
  0.295000  0.002750
  0.297500  0.002912
  0.300000  0.002653
  0.302500  0.002726
  0.305000  0.002277
  0.307500  0.002429
  0.310000  0.002388
  0.312500  0.002637
  0.315000  0.002714
  0.317500  0.002140
  0.320000  0.002125
  0.322500  0.003109
  0.325000  0.002728
  0.327500  0.001821
  0.330000  0.002700
  0.332500  0.002642
  0.335000  0.002443
  0.337500  0.002455
  0.340000  0.002963
  0.342500  0.002639
  0.345000  0.002473
  0.347500  0.002664
  0.350000  0.002382
  0.352500  0.002730
  0.355000  0.002365
  0.357500  0.002261
  0.360000  0.001893
  0.362500  0.002618
  0.365000  0.002025
  0.367500  0.002864
  0.370000  0.003102
  0.372500  0.002149
  0.375000  0.002576
  0.377500  0.002395
  0.380000  0.001943
  0.382500  0.002177
  0.385000  0.002324
  0.387500  0.002693
  0.390000  0.002228
  0.392500  0.002072
  0.395000  0.002471
  0.397500  0.002612
  0.400000  0.002250
  0.402500  0.002684
  0.405000  0.002490
  0.407500  0.001917
  0.410000  0.002486
  0.412500  0.002231
  0.415000  0.001388
  0.417500  0.002145
  0.420000  0.002322
  0.422500  0.002021
  0.425000  0.002376
  0.427500  0.002904
  0.430000  0.002781
  0.432500  0.002340
  0.435000  0.002333
  0.437500  0.002124
  0.440000  0.002387
  0.442500  0.002676
  0.445000  0.002421
  0.447500  0.002463
  0.450000  0.002087
  0.452500  0.001823
  0.455000  0.002637
  0.457500  0.002566
  0.460000  0.002430
  0.462500  0.002484
  0.465000  0.001976
  0.467500  0.003034
  0.470000  0.002797
  0.472500  0.002528
  0.475000  0.001983
  0.477500  0.002516
  0.480000  0.002515
  0.482500  0.002154
  0.485000  0.001858
  0.487500  0.002590
  0.490000  0.002717
  0.492500  0.002434
  0.495000  0.002384
  0.497500  0.002001
  0.500000  0.002148
  0.502500  0.002312
  0.505000  0.002560
  0.507500  0.001958
  0.510000  0.001993
  0.512500  0.001920
  0.515000  0.002408
  0.517500  0.002788
  0.520000  0.002113
  0.522500  0.002282
  0.525000  0.002158
  0.527500  0.002105
  0.530000  0.002511
  0.532500  0.002719
  0.535000  0.002623
  0.537500  0.002538
  0.540000  0.002291
